tag,mode,seed,agents,winner,ranks,scores,statuses
verify_v0,2p,1,agents/heuristic_v0.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 1077, ""0"": 307}","[""DONE"", ""DONE""]"
verify_v0,2p,2,agents/heuristic_v0.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 667, ""0"": 505}","[""DONE"", ""DONE""]"
verify_v0,2p,3,agents/heuristic_v0.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 218, ""0"": 109}","[""DONE"", ""DONE""]"
verify_v0,2p,4,agents/heuristic_v0.py|random,0,"{""0"": 1, ""1"": 2}","{""1"": 162, ""0"": 307}","[""DONE"", ""DONE""]"
verify_v0,2p,5,agents/heuristic_v0.py|random,0,"{""0"": 1, ""1"": 2}","{""0"": 307, ""1"": 298}","[""DONE"", ""DONE""]"
verify_v0,2p,6,agents/heuristic_v0.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 262, ""0"": 109}","[""DONE"", ""DONE""]"
verify_v1_4p,4p,1,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,2,"{""2"": 1, ""3"": 2, ""0"": 3, ""1"": 3}","{""3"": 531, ""2"": 758, ""0"": 307, ""1"": 307}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
verify_v1_4p,4p,2,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,2,"{""2"": 1, ""3"": 2, ""1"": 3, ""0"": 4}","{""3"": 638, ""2"": 1104, ""0"": 443, ""1"": 505}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
verify_v1_4p,4p,3,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,0,"{""0"": 1, ""1"": 1, ""3"": 3, ""2"": 4}","{""0"": 109, ""1"": 109, ""2"": 56, ""3"": 61}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
verify_v1_4p,4p,4,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,2,"{""2"": 1, ""1"": 2, ""3"": 3, ""0"": 4}","{""3"": 218, ""2"": 444, ""0"": 208, ""1"": 307}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
verify_submission,2p,1,submission/agent.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 1077, ""0"": 307}","[""DONE"", ""DONE""]"
verify_submission,2p,2,submission/agent.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 667, ""0"": 505}","[""DONE"", ""DONE""]"
verify_submission,2p,3,submission/agent.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 218, ""0"": 109}","[""DONE"", ""DONE""]"
verify_submission,2p,4,submission/agent.py|random,0,"{""0"": 1, ""1"": 2}","{""1"": 162, ""0"": 307}","[""DONE"", ""DONE""]"
verify_submission_swept,2p,1,submission/agent.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 1077, ""0"": 307}","[""DONE"", ""DONE""]"
verify_submission_swept,2p,2,submission/agent.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 667, ""0"": 505}","[""DONE"", ""DONE""]"
verify_submission_swept,2p,3,submission/agent.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 218, ""0"": 109}","[""DONE"", ""DONE""]"
verify_submission_swept,2p,4,submission/agent.py|random,0,"{""0"": 1, ""1"": 2}","{""1"": 162, ""0"": 307}","[""DONE"", ""DONE""]"
next_v1_2p,2p,1,agents/heuristic_v1.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 1467, ""0"": 367}","[""DONE"", ""DONE""]"
next_v1_2p,2p,2,agents/heuristic_v1.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 688, ""0"": 605}","[""DONE"", ""DONE""]"
next_v1_2p,2p,3,agents/heuristic_v1.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 514, ""0"": 129}","[""DONE"", ""DONE""]"
next_v1_2p,2p,4,agents/heuristic_v1.py|random,0,"{""0"": 1, ""1"": 2}","{""1"": 255, ""0"": 367}","[""DONE"", ""DONE""]"
next_v1_2p,2p,5,agents/heuristic_v1.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 491, ""0"": 367}","[""DONE"", ""DONE""]"
next_v1_2p,2p,6,agents/heuristic_v1.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 414, ""0"": 129}","[""DONE"", ""DONE""]"
next_v1_2p,2p,7,agents/heuristic_v1.py|random,1,"{""1"": 1, ""0"": 2}","{""0"": 486, ""1"": 1053}","[""DONE"", ""DONE""]"
next_v1_2p,2p,8,agents/heuristic_v1.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 1885, ""0"": 486}","[""DONE"", ""DONE""]"
next_v1_4p,4p,1,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,2,"{""2"": 1, ""3"": 2, ""0"": 3, ""1"": 3}","{""3"": 678, ""2"": 1086, ""0"": 367, ""1"": 367}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
next_v1_4p,4p,2,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,2,"{""2"": 1, ""1"": 2, ""3"": 3, ""0"": 4}","{""2"": 1351, ""3"": 498, ""0"": 444, ""1"": 605}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
next_v1_4p,4p,3,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,0,"{""0"": 1, ""1"": 1, ""3"": 3, ""2"": 4}","{""3"": 107, ""0"": 129, ""1"": 129, ""2"": 34}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
next_v1_4p,4p,4,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,2,"{""2"": 1, ""3"": 2, ""1"": 3, ""0"": 4}","{""2"": 554, ""3"": 350, ""0"": 244, ""1"": 345}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
next_v1_4p,4p,5,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,3,"{""3"": 1, ""0"": 2, ""1"": 3, ""2"": 4}","{""2"": 167, ""3"": 439, ""0"": 367, ""1"": 346}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
next_v1_4p,4p,6,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,2,"{""2"": 1, ""3"": 2, ""0"": 3, ""1"": 3}","{""2"": 449, ""3"": 349, ""0"": 129, ""1"": 129}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]"
smoke_contested_v1_2p_random_smoke,2p,1,agents/heuristic_v1.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 1073, ""0"": 641}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 3, ""ships"": 237, ""home_alive"": true}, ""1"": {""planets"": 5, ""ships"": 196, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 4, ""ships"": 641, ""home_alive"": true}, ""1"": {""planets"": 10, ""ships"": 1073, ""home_alive"": true}}}"
smoke_contested_v1_2p_random_smoke,2p,2,agents/heuristic_v1.py|random,0,"{""0"": 1, ""1"": 2}","{""1"": 667, ""0"": 1659}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 4, ""ships"": 551, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 410, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 7, ""ships"": 1659, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 667, ""home_alive"": true}}}"
smoke_contested_v1_2p_random_smoke,2p,3,agents/heuristic_v1.py|random,0,"{""0"": 1, ""1"": 2}","{""1"": 206, ""0"": 873}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 5, ""ships"": 303, ""home_alive"": true}, ""1"": {""planets"": 1, ""ships"": 49, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 6, ""ships"": 873, ""home_alive"": true}, ""1"": {""planets"": 6, ""ships"": 206, ""home_alive"": true}}}"
smoke_contested_v1_2p_random_smoke,2p,4,agents/heuristic_v1.py|random,0,"{""0"": 1, ""1"": 2}","{""0"": 867, ""1"": 311}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 4, ""ships"": 309, ""home_alive"": true}, ""1"": {""planets"": 1, ""ships"": 114, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 6, ""ships"": 867, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 311, ""home_alive"": true}}}"
smoke_contested_v1_2p_v0_smoke,2p,1,agents/heuristic_v1.py|agents/heuristic_v0.py,0,"{""0"": 1, ""1"": 1}","{""0"": 724, ""1"": 724}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 3, ""ships"": 237, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 237, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 5, ""ships"": 724, ""home_alive"": true}, ""1"": {""planets"": 5, ""ships"": 724, ""home_alive"": true}}}"
smoke_contested_v1_2p_v0_smoke,2p,2,agents/heuristic_v1.py|agents/heuristic_v0.py,1,"{""1"": 1, ""0"": 2}","{""0"": 1477, ""1"": 1482}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 4, ""ships"": 551, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 551, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 6, ""ships"": 1477, ""home_alive"": true}, ""1"": {""planets"": 6, ""ships"": 1482, ""home_alive"": true}}}"
smoke_contested_v1_2p_v0_smoke,2p,3,agents/heuristic_v1.py|agents/heuristic_v0.py,0,"{""0"": 1, ""1"": 1}","{""0"": 885, ""1"": 885}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 5, ""ships"": 303, ""home_alive"": true}, ""1"": {""planets"": 5, ""ships"": 303, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 6, ""ships"": 885, ""home_alive"": true}, ""1"": {""planets"": 6, ""ships"": 885, ""home_alive"": true}}}"
smoke_contested_v1_2p_v0_smoke,2p,4,agents/heuristic_v1.py|agents/heuristic_v0.py,0,"{""0"": 1, ""1"": 1}","{""0"": 934, ""1"": 934}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 4, ""ships"": 309, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 309, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 6, ""ships"": 934, ""home_alive"": true}, ""1"": {""planets"": 6, ""ships"": 934, ""home_alive"": true}}}"
mixc_contested_v1,4p,1,agents/heuristic_v1.py|random|random|agents/heuristic_v0.py,1,"{""1"": 1, ""0"": 2, ""2"": 3, ""3"": 4}","{""1"": 1193, ""0"": 908, ""2"": 499, ""3"": 286}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 5, ""ships"": 283, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 186, ""home_alive"": true}, ""2"": {""planets"": 2, ""ships"": 144, ""home_alive"": true}, ""3"": {""planets"": 3, ""ships"": 131, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 4, ""ships"": 764, ""home_alive"": true}, ""1"": {""planets"": 7, ""ships"": 885, ""home_alive"": true}, ""2"": {""planets"": 4, ""ships"": 381, ""home_alive"": true}, ""3"": {""planets"": 3, ""ships"": 324, ""home_alive"": true}}}"
mixc_contested_v1,4p,2,agents/heuristic_v1.py|random|random|agents/heuristic_v0.py,3,"{""3"": 1, ""0"": 2, ""2"": 3, ""1"": 4}","{""1"": 546, ""2"": 668, ""0"": 1329, ""3"": 1418}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 4, ""ships"": 556, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 410, ""home_alive"": true}, ""2"": {""planets"": 3, ""ships"": 388, ""home_alive"": true}, ""3"": {""planets"": 3, ""ships"": 523, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 4, ""ships"": 1091, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 638, ""home_alive"": true}, ""2"": {""planets"": 5, ""ships"": 752, ""home_alive"": true}, ""3"": {""planets"": 4, ""ships"": 1228, ""home_alive"": true}}}"
mixc_contested_v1,4p,3,agents/heuristic_v1.py|random|random|agents/heuristic_v0.py,0,"{""0"": 1, ""3"": 2, ""1"": 3, ""2"": 3}","{""0"": 1671, ""3"": 1056, ""1"": 0, ""2"": 0}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 6, ""ships"": 314, ""home_alive"": true}, ""1"": {""planets"": 0, ""ships"": 29, ""home_alive"": false}, ""2"": {""planets"": 0, ""ships"": 37, ""home_alive"": false}, ""3"": {""planets"": 5, ""ships"": 270, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 7, ""ships"": 1253, ""home_alive"": true}, ""1"": {""planets"": 0, ""ships"": 0, ""home_alive"": false}, ""2"": {""planets"": 0, ""ships"": 0, ""home_alive"": false}, ""3"": {""planets"": 5, ""ships"": 828, ""home_alive"": true}}}"
mixc_contested_v1,4p,4,agents/heuristic_v1.py|random|random|agents/heuristic_v0.py,0,"{""0"": 1, ""3"": 2, ""2"": 3, ""1"": 4}","{""0"": 965, ""2"": 312, ""3"": 830, ""1"": 229}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 3, ""ships"": 323, ""home_alive"": true}, ""1"": {""planets"": 1, ""ships"": 114, ""home_alive"": true}, ""2"": {""planets"": 2, ""ships"": 248, ""home_alive"": true}, ""3"": {""planets"": 2, ""ships"": 285, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 4, ""ships"": 766, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 240, ""home_alive"": true}, ""2"": {""planets"": 2, ""ships"": 303, ""home_alive"": true}, ""3"": {""planets"": 3, ""ships"": 640, ""home_alive"": true}}}"
mixc_contested_v1,4p,5,agents/heuristic_v1.py|random|random|agents/heuristic_v0.py,1,"{""1"": 1, ""2"": 2, ""3"": 3, ""0"": 4}","{""2"": 557, ""3"": 248, ""0"": 191, ""1"": 566}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 1, ""ships"": 61, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 81, ""home_alive"": true}, ""2"": {""planets"": 1, ""ships"": 61, ""home_alive"": true}, ""3"": {""planets"": 1, ""ships"": 61, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 2, ""ships"": 187, ""home_alive"": true}, ""1"": {""planets"": 8, ""ships"": 438, ""home_alive"": true}, ""2"": {""planets"": 7, ""ships"": 312, ""home_alive"": true}, ""3"": {""planets"": 2, ""ships"": 185, ""home_alive"": true}}}"
mixc_contested_v1,4p,6,agents/heuristic_v1.py|random|random|agents/heuristic_v0.py,2,"{""2"": 1, ""3"": 2, ""1"": 3, ""0"": 4}","{""1"": 414, ""2"": 539, ""0"": 51, ""3"": 453}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 1, ""ships"": 60, ""home_alive"": true}, ""1"": {""planets"": 1, ""ships"": 28, ""home_alive"": true}, ""2"": {""planets"": 1, ""ships"": 27, ""home_alive"": true}, ""3"": {""planets"": 2, ""ships"": 52, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 1, ""ships"": 45, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 272, ""home_alive"": true}, ""2"": {""planets"": 3, ""ships"": 356, ""home_alive"": true}, ""3"": {""planets"": 2, ""ships"": 339, ""home_alive"": true}}}"
smoke_contested_v1_4p_mix_a_smoke,4p,1,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,0,"{""0"": 1, ""3"": 2, ""2"": 3, ""1"": 4}","{""3"": 440, ""0"": 951, ""2"": 414, ""1"": 249}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 6, ""ships"": 357, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 131, ""home_alive"": true}, ""2"": {""planets"": 2, ""ships"": 125, ""home_alive"": true}, ""3"": {""planets"": 3, ""ships"": 155, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 5, ""ships"": 951, ""home_alive"": true}, ""1"": {""planets"": 2, ""ships"": 249, ""home_alive"": true}, ""2"": {""planets"": 5, ""ships"": 414, ""home_alive"": true}, ""3"": {""planets"": 5, ""ships"": 440, ""home_alive"": true}}}"
smoke_contested_v1_4p_mix_a_smoke,4p,2,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,0,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 4}","{""3"": 708, ""2"": 709, ""0"": 1080, ""1"": 957}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 4, ""ships"": 556, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 523, ""home_alive"": true}, ""2"": {""planets"": 3, ""ships"": 388, ""home_alive"": true}, ""3"": {""planets"": 4, ""ships"": 379, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 4, ""ships"": 1080, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 957, ""home_alive"": true}, ""2"": {""planets"": 5, ""ships"": 709, ""home_alive"": true}, ""3"": {""planets"": 6, ""ships"": 708, ""home_alive"": true}}}"
smoke_contested_v1_4p_mix_a_smoke,4p,3,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,0,"{""0"": 1, ""1"": 2, ""3"": 3, ""2"": 4}","{""0"": 1108, ""1"": 771, ""3"": 61, ""2"": 0}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 6, ""ships"": 297, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 266, ""home_alive"": true}, ""2"": {""planets"": 0, ""ships"": 37, ""home_alive"": false}, ""3"": {""planets"": 1, ""ships"": 60, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 6, ""ships"": 1108, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 771, ""home_alive"": true}, ""2"": {""planets"": 0, ""ships"": 0, ""home_alive"": false}, ""3"": {""planets"": 1, ""ships"": 61, ""home_alive"": true}}}"
smoke_contested_v1_4p_mix_a_smoke,4p,4,agents/heuristic_v1.py|agents/heuristic_v0.py|random|random,0,"{""0"": 1, ""1"": 2, ""2"": 3, ""3"": 4}","{""0"": 805, ""1"": 726, ""2"": 444, ""3"": 179}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 3, ""ships"": 323, ""home_alive"": true}, ""1"": {""planets"": 2, ""ships"": 293, ""home_alive"": true}, ""2"": {""planets"": 2, ""ships"": 248, ""home_alive"": true}, ""3"": {""planets"": 1, ""ships"": 133, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 4, ""ships"": 805, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 726, ""home_alive"": true}, ""2"": {""planets"": 4, ""ships"": 444, ""home_alive"": true}, ""3"": {""planets"": 3, ""ships"": 179, ""home_alive"": true}}}"
smoke_proximity_v1_2p_random_smoke,2p,1,agents/heuristic_v1.py|random,1,"{""1"": 1, ""0"": 2}","{""1"": 1073, ""0"": 641}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 3, ""ships"": 237, ""home_alive"": true}, ""1"": {""planets"": 5, ""ships"": 196, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 4, ""ships"": 641, ""home_alive"": true}, ""1"": {""planets"": 10, ""ships"": 1073, ""home_alive"": true}}}"
smoke_proximity_v1_2p_random_smoke,2p,2,agents/heuristic_v1.py|random,0,"{""0"": 1, ""1"": 2}","{""1"": 667, ""0"": 1659}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 4, ""ships"": 551, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 410, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 7, ""ships"": 1659, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 667, ""home_alive"": true}}}"
smoke_proximity_v1_2p_random_smoke,2p,3,agents/heuristic_v1.py|random,0,"{""0"": 1, ""1"": 2}","{""1"": 206, ""0"": 873}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 5, ""ships"": 303, ""home_alive"": true}, ""1"": {""planets"": 1, ""ships"": 49, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 6, ""ships"": 873, ""home_alive"": true}, ""1"": {""planets"": 6, ""ships"": 206, ""home_alive"": true}}}"
smoke_proximity_v1_2p_random_smoke,2p,4,agents/heuristic_v1.py|random,0,"{""0"": 1, ""1"": 2}","{""0"": 867, ""1"": 311}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 4, ""ships"": 309, ""home_alive"": true}, ""1"": {""planets"": 1, ""ships"": 114, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 6, ""ships"": 867, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 311, ""home_alive"": true}}}"
smoke_proximity_v1_2p_v0_smoke,2p,1,agents/heuristic_v1.py|agents/heuristic_v0.py,0,"{""0"": 1, ""1"": 1}","{""0"": 724, ""1"": 724}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 3, ""ships"": 237, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 237, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 5, ""ships"": 724, ""home_alive"": true}, ""1"": {""planets"": 5, ""ships"": 724, ""home_alive"": true}}}"
smoke_proximity_v1_2p_v0_smoke,2p,2,agents/heuristic_v1.py|agents/heuristic_v0.py,1,"{""1"": 1, ""0"": 2}","{""0"": 1477, ""1"": 1482}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 4, ""ships"": 551, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 551, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 6, ""ships"": 1477, ""home_alive"": true}, ""1"": {""planets"": 6, ""ships"": 1482, ""home_alive"": true}}}"
smoke_proximity_v1_2p_v0_smoke,2p,3,agents/heuristic_v1.py|agents/heuristic_v0.py,0,"{""0"": 1, ""1"": 1}","{""0"": 885, ""1"": 885}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 5, ""ships"": 303, ""home_alive"": true}, ""1"": {""planets"": 5, ""ships"": 303, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 6, ""ships"": 885, ""home_alive"": true}, ""1"": {""planets"": 6, ""ships"": 885, ""home_alive"": true}}}"
smoke_proximity_v1_2p_v0_smoke,2p,4,agents/heuristic_v1.py|agents/heuristic_v0.py,0,"{""0"": 1, ""1"": 1}","{""0"": 934, ""1"": 934}","[""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 4, ""ships"": 309, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 309, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 6, ""ships"": 934, ""home_alive"": true}, ""1"": {""planets"": 6, ""ships"": 934, ""home_alive"": true}}}"
mixc_proximity_v1,4p,1,agents/heuristic_v1.py|random|random|agents/heuristic_v0.py,1,"{""1"": 1, ""0"": 2, ""2"": 3, ""3"": 4}","{""1"": 1193, ""0"": 908, ""2"": 499, ""3"": 286}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 5, ""ships"": 283, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 186, ""home_alive"": true}, ""2"": {""planets"": 2, ""ships"": 144, ""home_alive"": true}, ""3"": {""planets"": 3, ""ships"": 131, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 4, ""ships"": 764, ""home_alive"": true}, ""1"": {""planets"": 7, ""ships"": 885, ""home_alive"": true}, ""2"": {""planets"": 4, ""ships"": 381, ""home_alive"": true}, ""3"": {""planets"": 3, ""ships"": 324, ""home_alive"": true}}}"
mixc_proximity_v1,4p,2,agents/heuristic_v1.py|random|random|agents/heuristic_v0.py,3,"{""3"": 1, ""0"": 2, ""2"": 3, ""1"": 4}","{""1"": 546, ""2"": 668, ""0"": 1329, ""3"": 1418}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 4, ""ships"": 556, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 410, ""home_alive"": true}, ""2"": {""planets"": 3, ""ships"": 388, ""home_alive"": true}, ""3"": {""planets"": 3, ""ships"": 523, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 4, ""ships"": 1091, ""home_alive"": true}, ""1"": {""planets"": 4, ""ships"": 638, ""home_alive"": true}, ""2"": {""planets"": 5, ""ships"": 752, ""home_alive"": true}, ""3"": {""planets"": 4, ""ships"": 1228, ""home_alive"": true}}}"
mixc_proximity_v1,4p,3,agents/heuristic_v1.py|random|random|agents/heuristic_v0.py,0,"{""0"": 1, ""3"": 2, ""1"": 3, ""2"": 3}","{""0"": 1719, ""3"": 1056, ""1"": 0, ""2"": 0}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 6, ""ships"": 314, ""home_alive"": true}, ""1"": {""planets"": 0, ""ships"": 29, ""home_alive"": false}, ""2"": {""planets"": 0, ""ships"": 37, ""home_alive"": false}, ""3"": {""planets"": 5, ""ships"": 270, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 7, ""ships"": 1305, ""home_alive"": true}, ""1"": {""planets"": 0, ""ships"": 0, ""home_alive"": false}, ""2"": {""planets"": 0, ""ships"": 0, ""home_alive"": false}, ""3"": {""planets"": 5, ""ships"": 828, ""home_alive"": true}}}"
mixc_proximity_v1,4p,4,agents/heuristic_v1.py|random|random|agents/heuristic_v0.py,0,"{""0"": 1, ""3"": 2, ""2"": 3, ""1"": 4}","{""0"": 965, ""2"": 312, ""3"": 830, ""1"": 229}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 3, ""ships"": 323, ""home_alive"": true}, ""1"": {""planets"": 1, ""ships"": 114, ""home_alive"": true}, ""2"": {""planets"": 2, ""ships"": 248, ""home_alive"": true}, ""3"": {""planets"": 2, ""ships"": 285, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 4, ""ships"": 766, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 240, ""home_alive"": true}, ""2"": {""planets"": 2, ""ships"": 303, ""home_alive"": true}, ""3"": {""planets"": 3, ""ships"": 640, ""home_alive"": true}}}"
mixc_proximity_v1,4p,5,agents/heuristic_v1.py|random|random|agents/heuristic_v0.py,1,"{""1"": 1, ""2"": 2, ""3"": 3, ""0"": 4}","{""2"": 557, ""3"": 248, ""0"": 191, ""1"": 566}","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","{""step_50"": {""0"": {""planets"": 1, ""ships"": 61, ""home_alive"": true}, ""1"": {""planets"": 3, ""ships"": 81, ""home_alive"": true}, ""2"": {""planets"": 1, ""ships"": 61, ""home_alive"": true}, ""3"": {""planets"": 1, ""ships"": 61, ""home_alive"": true}}, ""step_100"": {""0"": {""planets"": 2, ""ships"": 187, ""home_alive"": true}, ""1"": {""planets"": 8, ""ships"": 438, ""home_alive"": true}, ""2"": {""planets"": 7, ""ships"": 312, ""home_alive"": true}, ""3"": {""planets"": 2, ""ships"": 185, ""home_alive"": true}}}"
